source_data_id,ann_index,class_id,type,x0,y0,x1,y1
S-211107_A_C_3_R_2254083-26,1,3,polygon,44,1192,315,1364
S-211107_A_C_3_R_2254083-26,2,3,polygon,566,430,1080,651
S-211107_A_C_3_R_2254083-27,0,3,polygon,305,617,1080,981
S-211107_A_C_3_R_2254083-27,1,3,polygon,0,1195,247,1376
S-211107_A_C_3_R_2254083-27,2,3,polygon,497,431,1060,665
S-211107_A_C_3_R_2254083-28,0,3,polygon,415,589,1080,956
S-211107_A_C_3_R_2254083-28,1,3,polygon,148,1201,377,1375
S-211107_A_C_3_R_2254083-28,2,3,polygon,580,401,1080,575
S-211107_A_C_3_R_2254083-29,0,3,polygon,552,626,1080,994
S-211107_A_C_3_R_2254083-29,1,3,polygon,328,1233,538,1428
S-211107_A_C_3_R_2254083-29,2,3,polygon,695,424,1080,590
S-211107_A_C_3_R_2254083-3,0,3,polygon,0,428,1080,810
S-211107_A_C_3_R_2254083-3,1,3,polygon,158,265,741,500
S-211107_A_C_3_R_2254083-3,2,3,polygon,161,32,753,89
S-211107_A_C_3_R_2254083-30,0,3,polygon,453,564,1080,930
S-211107_A_C_3_R_2254083-30,1,3,polygon,296,1152,427,1283
S-211107_A_C_3_R_2254083-30,2,3,polygon,600,445,1080,653
S-211107_A_C_3_R_2254083-5,0,3,polygon,0,428,1080,804
S-211107_A_C_3_R_2254083-5,1,3,polygon,185,264,760,494
S-211107_A_C_3_R_2254083-5,2,3,polygon,191,25,775,90
S-211107_A_C_3_R_2254083-7,0,3,polygon,335,623,1080,990
S-211107_A_C_3_R_2254083-7,1,3,polygon,63,1216,287,1382
S-211107_A_C_3_R_2254083-7,2,3,polygon,511,452,1080,686
S-211107_A_C_3_R_2254083-8,0,3,polygon,365,714,1080,1079
S-211107_A_C_3_R_2254083-8,1,3,polygon,171,1299,315,1440
S-211107_A_C_3_R_2254083-8,2,3,polygon,552,559,1080,796
S-211107_A_C_3_R_2254083-9,0,3,polygon,371,762,1080,1129
S-211107_A_C_3_R_2254083-9,1,3,polygon,559,606,1080,755
S-211107_A_C_3_R_2254083-9,2,3,polygon,563,407,1080,451
S-211107_A_C_3_R_2254084-1,0,3,polygon,517,284,1037,375
S-211107_A_C_3_R_2254084-1,1,3,polygon,900,337,963,517
S-211107_A_C_3_R_2254084-1,2,3,polygon,536,517,924,618
S-211107_A_C_3_R_2254084-10,0,3,polygon,589,202,781,248
S-211107_A_C_3_R_2254084-10,1,3,polygon,552,450,1064,543
S-211107_A_C_3_R_2254084-10,2,3,polygon,565,663,957,795
S-211107_A_C_3_R_2254084-11,0,3,polygon,819,447,880,623
S-211107_A_C_3_R_2254084-11,1,3,polygon,446,367,922,441
S-211107_A_C_3_R_2254084-11,2,3,polygon,459,578,841,716
S-211107_A_C_3_R_2254084-12,0,3,polygon,460,368,943,446
S-211107_A_C_3_R_2254084-12,1,3,polygon,813,184,918,227
S-211107_A_C_3_R_2254084-12,2,3,polygon,481,586,871,713
S-211107_A_C_3_R_2254084-13,0,3,polygon,357,331,833,414
S-211107_A_C_3_R_2254084-13,1,3,polygon,372,551,763,681
S-211107_A_C_3_R_2254084-13,2,3,polygon,704,150,802,194
S-211107_A_C_3_R_2254084-15,0,3,polygon,246,612,652,718
S-211107_A_C_3_R_2254084-15,1,3,polygon,617,478,682,624
S-211107_A_C_3_R_2254084-15,2,3,polygon,189,389,714,470
S-211107_A_C_3_R_2254084-16,0,3,polygon,195,564,600,669
S-211107_A_C_3_R_2254084-16,1,3,polygon,196,68,351,96
S-211107_A_C_3_R_2254084-16,2,3,polygon,153,335,652,417
S-211107_A_C_3_R_2254084-17,0,3,polygon,679,360,731,524
S-211107_A_C_3_R_2254084-17,1,3,polygon,290,186,379,207
S-211107_A_C_3_R_2254084-17,2,3,polygon,259,285,760,373
S-211107_A_C_3_R_2254084-18,0,3,polygon,463,528,875,638
S-211107_A_C_3_R_2254084-18,1,3,polygon,871,422,910,523
S-211107_A_C_3_R_2254084-18,2,3,polygon,444,299,951,381
S-211107_A_C_3_R_2254084-19,0,3,polygon,516,463,833,531
S-211107_A_C_3_R_2254084-19,1,3,polygon,136,841,182,1000
S-211107_A_C_3_R_2254084-19,2,3,polygon,383,194,920,308
S-211107_A_C_3_R_2254084-2,0,3,polygon,555,756,948,876
S-211107_A_C_3_R_2254084-2,1,3,polygon,910,357,1015,386
S-211107_A_C_3_R_2254084-2,2,3,polygon,547,544,1013,614
S-211107_A_C_3_R_2254084-20,0,3,polygon,473,427,923,513
S-211107_A_C_3_R_2254084-20,1,3,polygon,319,444,382,663
S-211107_A_C_3_R_2254084-20,2,3,polygon,472,157,1049,281
S-211107_A_C_3_R_2254084-21,0,3,polygon,292,530,344,745
S-211107_A_C_3_R_2254084-21,1,3,polygon,361,493,856,542
S-211107_A_C_3_R_2254084-21,2,3,polygon,421,196,929,361
S-211107_A_C_3_R_2254084-22,0,3,polygon,289,484,849,546
S-211107_A_C_3_R_2254084-22,1,3,polygon,191,534,279,766
S-211107_A_C_3_R_2254084-22,2,3,polygon,389,168,957,365
S-211107_A_C_3_R_2254084-24,0,3,polygon,38,374,733,492
S-211107_A_C_3_R_2254084-24,1,3,polygon,17,297,69,380
S-211107_A_C_3_R_2254084-24,2,3,polygon,175,108,877,217
S-211107_A_C_3_R_2254084-25,0,3,polygon,7,393,758,498
S-211107_A_C_3_R_2254084-25,1,3,polygon,4,266,82,403
S-211107_A_C_3_R_2254084-25,2,3,polygon,169,122,877,228
S-211107_A_C_3_R_2254084-26,0,3,polygon,223,372,984,483
S-211107_A_C_3_R_2254084-26,1,3,polygon,86,386,210,675
S-211107_A_C_3_R_2254084-26,2,3,polygon,352,95,1072,206
S-211107_A_C_3_R_2254084-27,0,3,polygon,97,374,882,501
S-211107_A_C_3_R_2254084-27,1,3,polygon,0,384,87,591
S-211107_A_C_3_R_2254084-27,2,3,polygon,239,99,965,204
S-211107_A_C_3_R_2254084-28,0,3,polygon,0,358,564,463
S-211107_A_C_3_R_2254084-28,1,3,polygon,62,19,99,107
S-211107_A_C_3_R_2254084-28,2,3,polygon,0,82,725,164
S-211107_A_C_3_R_2254084-29,0,3,polygon,152,418,186,492
S-211107_A_C_3_R_2254084-29,1,3,polygon,24,470,738,566
S-211107_A_C_3_R_2254084-29,2,3,polygon,0,716,613,808
S-211107_A_C_3_R_2254084-3,0,3,polygon,639,691,652,768
S-211107_A_C_3_R_2254084-3,1,3,polygon,567,757,1050,833
S-211107_A_C_3_R_2254084-3,2,3,polygon,503,974,978,1101
S-211107_A_C_3_R_2254084-30,0,3,polygon,0,881,697,969
S-211107_A_C_3_R_2254084-30,1,3,polygon,244,586,276,661
S-211107_A_C_3_R_2254084-30,2,3,polygon,124,627,811,735
S-211107_A_C_3_R_2254084-4,0,3,polygon,558,1116,970,1252
S-211107_A_C_3_R_2254084-4,1,3,polygon,592,660,1019,745
S-211107_A_C_3_R_2254084-4,2,3,polygon,544,891,1044,963
S-211107_A_C_3_R_2254084-6,0,3,polygon,426,1005,825,1128
S-211107_A_C_3_R_2254084-6,1,3,polygon,633,578,902,633
S-211107_A_C_3_R_2254084-6,2,3,polygon,420,789,860,861
S-211107_A_C_3_R_2254084-7,0,3,polygon,330,897,717,1017
S-211107_A_C_3_R_2254084-7,1,3,polygon,200,821,255,901
S-211107_A_C_3_R_2254084-7,2,3,polygon,324,681,811,754
S-211107_A_C_3_R_2254084-8,0,3,polygon,271,759,659,869
S-211107_A_C_3_R_2254084-8,1,3,polygon,563,349,756,396
S-211107_A_C_3_R_2254084-8,2,3,polygon,248,545,744,625
S-211107_A_C_3_R_2254084-9,0,3,polygon,480,545,986,640
S-211107_A_C_3_R_2254084-9,1,3,polygon,552,472,566,552
S-211107_A_C_3_R_2254084-9,2,3,polygon,487,754,869,882
S-211107_A_C_3_R_2254126-1,0,3,polygon,526,1036,600,1177
S-211107_A_C_3_R_2254126-1,1,3,polygon,412,1181,606,1397
S-211107_A_C_3_R_2254126-1,2,3,polygon,282,693,1080,1332
S-211107_A_C_3_R_2254126-10,0,3,polygon,0,525,1080,595
S-211107_A_C_3_R_2254126-10,1,3,polygon,386,571,703,596
S-211107_A_C_3_R_2254126-10,2,3,polygon,717,629,771,658
S-211107_A_C_3_R_2254126-11,0,3,polygon,0,622,1080,685
S-211107_A_C_3_R_2254126-11,1,3,polygon,377,676,574,693
S-211107_A_C_3_R_2254126-11,2,3,polygon,266,681,380,693
S-211107_A_C_3_R_2254126-12,0,3,polygon,0,724,1080,767
S-211107_A_C_3_R_2254126-12,1,3,polygon,122,772,447,834
S-211107_A_C_3_R_2254126-12,2,3,polygon,453,807,506,833
S-211107_A_C_3_R_2254126-13,0,3,polygon,0,844,1080,902
S-211107_A_C_3_R_2254126-13,1,3,polygon,41,909,351,920
S-211107_A_C_3_R_2254126-13,2,3,polygon,376,947,425,967
S-211107_A_C_3_R_2254126-15,0,3,polygon,0,927,1080,1008
S-211107_A_C_3_R_2254126-15,1,3,polygon,292,303,310,387
S-211107_A_C_3_R_2254126-15,2,3,polygon,329,421,423,526
S-211107_A_C_3_R_2254126-16,0,3,polygon,907,1274,938,1401
S-211107_A_C_3_R_2254126-16,1,3,polygon,0,993,913,1117
S-211107_A_C_3_R_2254126-16,2,3,polygon,586,249,646,384
S-211107_A_C_3_R_2254126-17,0,3,polygon,0,985,869,1121
S-211107_A_C_3_R_2254126-17,1,3,polygon,866,1287,883,1440
S-211107_A_C_3_R_2254126-17,2,3,polygon,22,542,168,691
S-211107_A_C_3_R_2254126-18,0,3,polygon,0,939,988,1175
S-211107_A_C_3_R_2254126-18,1,3,polygon,969,1313,1003,1440
S-211107_A_C_3_R_2254126-18,2,3,polygon,698,253,735,404
S-211107_A_C_3_R_2254126-19,0,3,polygon,0,848,1080,1037
S-211107_A_C_3_R_2254126-19,1,3,polygon,323,452,429,602
S-211107_A_C_3_R_2254126-19,2,3,polygon,0,877,102,945
S-211107_A_C_3_R_2254126-2,0,3,polygon,454,1078,669,1330
S-211107_A_C_3_R_2254126-2,1,3,polygon,579,915,662,1073
S-211107_A_C_3_R_2254126-2,2,3,polygon,320,526,1080,1258
S-211107_A_C_3_R_2254126-20,0,3,polygon,0,785,1080,1128
S-211107_A_C_3_R_2254126-20,1,3,polygon,64,819,178,902
S-211107_A_C_3_R_2254126-20,2,3,polygon,964,40,1071,571
S-211107_A_C_3_R_2254126-21,0,3,polygon,147,701,1080,1018
S-211107_A_C_3_R_2254126-21,1,3,polygon,173,990,197,1102
S-211107_A_C_3_R_2254126-21,2,3,polygon,166,1000,173,1087
S-211107_A_C_3_R_2254126-22,0,3,polygon,270,633,1080,997
S-211107_A_C_3_R_2254126-22,1,3,polygon,255,625,270,637
S-211107_A_C_3_R_2254126-22,2,3,polygon,687,295,824,489
S-211107_A_C_3_R_2254126-25,0,3,polygon,242,567,1080,1018
S-211107_A_C_3_R_2254126-25,1,3,polygon,150,950,226,1121
S-211107_A_C_3_R_2254126-25,2,3,polygon,230,977,254,1150
S-211107_A_C_3_R_2254126-26,0,3,polygon,345,576,1080,925
S-211107_A_C_3_R_2254126-26,1,3,polygon,317,1026,357,1225
S-211107_A_C_3_R_2254126-26,2,3,polygon,167,607,299,1084
S-211107_A_C_3_R_2254126-27,0,3,polygon,439,665,1080,913
S-211107_A_C_3_R_2254126-27,1,3,polygon,227,690,377,1225
S-211107_A_C_3_R_2254126-27,2,3,polygon,427,1174,477,1394
S-211107_A_C_3_R_2254126-28,0,3,polygon,432,686,1080,932
S-211107_A_C_3_R_2254126-28,1,3,polygon,301,760,455,1357
S-211107_A_C_3_R_2254126-28,2,3,polygon,506,1286,531,1440
S-211107_A_C_3_R_2254126-29,0,3,polygon,596,794,1080,954
S-211107_A_C_3_R_2254126-29,1,3,polygon,400,832,588,1434
S-211107_A_C_3_R_2254126-29,2,3,polygon,591,1229,651,1440
S-211107_A_C_3_R_2254126-3,0,3,polygon,331,412,1080,1141
S-211107_A_C_3_R_2254126-3,1,3,polygon,470,963,677,1210
S-211107_A_C_3_R_2254126-3,2,3,polygon,591,806,665,955
S-211107_A_C_3_R_2254126-30,0,3,polygon,674,767,1080,874
S-211107_A_C_3_R_2254126-30,1,3,polygon,425,774,677,1440
S-211107_A_C_3_R_2254126-30,2,3,polygon,671,1231,738,1435
S-211107_A_C_3_R_2254126-4,0,3,polygon,514,334,1080,1076
S-211107_A_C_3_R_2254126-4,1,3,polygon,653,893,873,1149
S-211107_A_C_3_R_2254126-4,2,3,polygon,773,736,864,897
S-211107_A_C_3_R_2254126-5,0,3,polygon,462,139,1080,903
S-211107_A_C_3_R_2254126-5,1,3,polygon,593,716,816,964
S-211107_A_C_3_R_2254126-5,2,3,polygon,718,559,809,718
S-211107_A_C_3_R_2254126-7,0,3,polygon,0,424,1080,1008
S-211107_A_C_3_R_2254126-7,1,3,polygon,132,970,340,1232
S-211107_A_C_3_R_2254126-7,2,3,polygon,241,815,332,969
S-211107_A_C_3_R_2254126-8,0,3,polygon,2,476,1080,508
S-211107_A_C_3_R_2254126-8,1,3,polygon,42,865,136,1023
S-211107_A_C_3_R_2254126-8,2,3,polygon,0,1030,140,1282
S-211107_A_C_3_R_2254126-9,0,3,polygon,0,516,1080,565
S-211107_A_C_3_R_2254126-9,1,3,polygon,0,1065,122,1269
S-211107_A_C_3_R_2254126-9,2,3,polygon,824,369,853,459
S-211107_A_C_3_R_8703002-1,0,3,polygon,481,0,640,1440
S-211107_A_C_3_R_8703002-1,1,3,polygon,9,1147,289,1259
S-211107_A_C_3_R_8703002-1,2,3,polygon,683,70,726,90
S-211107_A_C_3_R_8703002-10,0,3,polygon,659,0,770,723
S-211107_A_C_3_R_8703002-10,1,3,polygon,678,724,763,887
S-211107_A_C_3_R_8703002-10,2,3,polygon,534,678,794,1440
S-211107_A_C_3_R_8703002-11,0,3,polygon,644,0,796,1064
S-211107_A_C_3_R_8703002-11,1,3,polygon,628,852,720,1417
S-211107_A_C_3_R_8703002-11,2,3,polygon,131,247,435,350
S-211107_A_C_3_R_8703002-12,0,3,polygon,626,0,793,1096
S-211107_A_C_3_R_8703002-12,1,3,polygon,704,1098,787,1259
S-211107_A_C_3_R_8703002-12,2,3,polygon,626,1043,716,1440
S-211107_A_C_3_R_8703002-13,0,3,polygon,624,1150,717,1440
S-211107_A_C_3_R_8703002-13,1,3,polygon,708,1203,787,1364
S-211107_A_C_3_R_8703002-13,2,3,polygon,613,0,788,1202
S-211107_A_C_3_R_8703002-14,0,3,polygon,663,1326,706,1440
S-211107_A_C_3_R_8703002-14,1,3,polygon,664,0,828,1440
S-211107_A_C_3_R_8703002-14,2,3,polygon,180,723,462,830
S-211107_A_C_3_R_8703002-16,0,3,polygon,637,0,783,1440
S-211107_A_C_3_R_8703002-16,1,3,polygon,194,941,465,1050
S-211107_A_C_3_R_8703002-16,2,3,polygon,0,486,171,768
S-211107_A_C_3_R_8703002-17,0,3,polygon,647,0,783,1440
S-211107_A_C_3_R_8703002-17,1,3,polygon,0,298,61,472
S-211107_A_C_3_R_8703002-17,2,3,polygon,0,625,176,962
S-211107_A_C_3_R_8703002-18,0,3,polygon,645,159,813,1440
S-211107_A_C_3_R_8703002-18,1,3,polygon,0,294,177,1161
S-211107_A_C_3_R_8703002-18,2,3,polygon,169,1347,390,1440
S-211107_A_C_3_R_8703002-19,0,3,polygon,605,209,771,1440
S-211107_A_C_3_R_8703002-19,1,3,polygon,205,1398,309,1440
S-211107_A_C_3_R_8703002-19,2,3,polygon,0,573,34,702
S-211107_A_C_3_R_8703002-20,0,3,polygon,443,208,603,1440
S-211107_A_C_3_R_8703002-20,1,3,polygon,657,267,710,293
S-211107_A_C_3_R_8703002-20,2,3,polygon,982,276,1051,285
S-211107_A_C_3_R_8703002-21,0,3,polygon,311,206,481,1440
S-211107_A_C_3_R_8703002-21,1,3,polygon,531,287,584,314
S-211107_A_C_3_R_8703002-21,2,3,polygon,143,1260,186,1272
S-211107_A_C_3_R_8703002-22,0,3,polygon,254,216,429,1440
S-211107_A_C_3_R_8703002-22,1,3,polygon,472,293,523,319
S-211107_A_C_3_R_8703002-22,2,3,polygon,403,1238,417,1381
S-211107_A_C_3_R_8703002-23,0,3,polygon,215,145,396,1440
S-211107_A_C_3_R_8703002-23,1,3,polygon,445,221,497,247
S-211107_A_C_3_R_8703002-23,2,3,polygon,358,1209,370,1303
S-211107_A_C_3_R_8703002-24,0,3,polygon,236,31,422,1440
S-211107_A_C_3_R_8703002-24,1,3,polygon,463,107,513,130
S-211107_A_C_3_R_8703002-24,2,3,polygon,373,1065,390,1176
S-211107_A_C_3_R_8703002-26,0,3,polygon,279,0,382,1440
S-211107_A_C_3_R_8703002-26,1,3,polygon,419,845,437,984
S-211107_A_C_3_R_8703002-26,2,3,polygon,214,101,262,129
S-211107_A_C_3_R_8703002-27,0,3,polygon,250,0,354,873
S-211107_A_C_3_R_8703002-27,1,3,polygon,276,878,349,1353
S-211107_A_C_3_R_8703002-27,2,3,polygon,271,1378,289,1440
S-211107_A_C_3_R_8703002-28,0,3,polygon,242,0,342,708
S-211107_A_C_3_R_8703002-28,1,3,polygon,283,712,350,1075
S-211107_A_C_3_R_8703002-28,2,3,polygon,274,1076,371,1440
S-211107_A_C_3_R_8703002-29,0,3,polygon,293,1067,393,1440
S-211107_A_C_3_R_8703002-29,1,3,polygon,300,944,328,1063
S-211107_A_C_3_R_8703002-29,2,3,polygon,280,0,374,940
S-211107_A_C_3_R_8703002-3,0,3,polygon,479,0,591,1440
S-211107_A_C_3_R_8703002-3,1,3,polygon,62,1013,270,1128
S-211107_A_C_3_R_8703002-3,2,3,polygon,626,827,634,935
S-211107_A_C_3_R_8703002-30,0,3,polygon,226,1170,313,1440
S-211107_A_C_3_R_8703002-30,1,3,polygon,307,857,416,1239
S-211107_A_C_3_R_8703002-30,2,3,polygon,283,0,385,844
S-211107_A_C_3_R_8703002-4,0,3,polygon,472,0,595,1151
S-211107_A_C_3_R_8703002-4,1,3,polygon,546,1156,608,1440
S-211107_A_C_3_R_8703002-4,2,3,polygon,76,916,285,1022
S-211107_A_C_3_R_8703002-5,0,3,polygon,491,0,584,1029
S-211107_A_C_3_R_8703002-5,1,3,polygon,520,1029,613,1364
S-211107_A_C_3_R_8703002-5,2,3,polygon,548,1369,566,1440
S-211107_A_C_3_R_8703002-6,0,3,polygon,517,0,560,379
S-211107_A_C_3_R_8703002-6,1,3,polygon,551,383,610,799
S-211107_A_C_3_R_8703002-6,2,3,polygon,554,801,626,1129
S-211107_A_C_3_R_8703002-8,0,3,polygon,524,744,628,1291
S-211107_A_C_3_R_8703002-8,1,3,polygon,598,465,689,958
S-211107_A_C_3_R_8703002-8,2,3,polygon,588,0,634,458
S-211107_A_C_3_R_8703002-9,0,3,polygon,512,649,623,1188
S-211107_A_C_3_R_8703002-9,1,3,polygon,586,704,670,860
S-211107_A_C_3_R_8703002-9,2,3,polygon,572,0,674,699
S-211107_A_C_3_R_8703004-1,0,3,polygon,456,715,1080,887
S-211107_A_C_3_R_8703004-1,1,3,polygon,0,721,222,833
S-211107_A_C_3_R_8703004-1,2,3,polygon,246,743,412,798
S-211107_A_C_3_R_8703004-10,0,3,polygon,0,667,1080,820
S-211107_A_C_3_R_8703004-10,1,3,polygon,0,802,627,996
S-211107_A_C_3_R_8703004-10,2,3,polygon,727,748,1080,823
S-211107_A_C_3_R_8703004-11,0,3,polygon,0,811,443,892
S-211107_A_C_3_R_8703004-11,1,3,polygon,1039,823,1074,1009
S-211107_A_C_3_R_8703004-11,2,3,polygon,0,711,1080,821
S-211107_A_C_3_R_8703004-12,0,3,polygon,0,689,1080,969
S-211107_A_C_3_R_8703004-12,1,3,polygon,0,776,836,884
S-211107_A_C_3_R_8703004-12,2,3,polygon,870,765,958,1293
S-211107_A_C_3_R_8703004-13,0,3,polygon,0,623,971,977
S-211107_A_C_3_R_8703004-13,1,3,polygon,719,989,770,1255
S-211107_A_C_3_R_8703004-13,2,3,polygon,689,767,726,956
S-211107_A_C_3_R_8703004-14,0,3,polygon,0,701,889,974
S-211107_A_C_3_R_8703004-14,1,3,polygon,647,773,683,992
S-211107_A_C_3_R_8703004-14,2,3,polygon,678,1025,726,1284
S-211107_A_C_3_R_8703004-15,0,3,polygon,0,834,987,1052
S-211107_A_C_3_R_8703004-15,1,3,polygon,720,892,773,1119
S-211107_A_C_3_R_8703004-15,2,3,polygon,754,1141,823,1423
S-211107_A_C_3_R_8703004-17,0,3,polygon,851,1070,899,1313
S-211107_A_C_3_R_8703004-17,1,3,polygon,0,1132,232,1199
S-211107_A_C_3_R_8703004-17,2,3,polygon,0,1013,1080,1213
S-211107_A_C_3_R_8703004-18,0,3,polygon,0,1054,1080,1187
S-211107_A_C_3_R_8703004-18,1,3,polygon,893,1116,935,1263
S-211107_A_C_3_R_8703004-18,2,3,polygon,0,1184,263,1260
S-211107_A_C_3_R_8703004-19,0,3,polygon,0,1059,1080,1152
S-211107_A_C_3_R_8703004-19,1,3,polygon,0,1179,384,1276
S-211107_A_C_3_R_8703004-19,2,3,polygon,987,1127,1031,1275
S-211107_A_C_3_R_8703004-20,0,3,polygon,0,1026,1080,1132
S-211107_A_C_3_R_8703004-20,1,3,polygon,248,1156,528,1230
S-211107_A_C_3_R_8703004-20,2,3,polygon,121,1223,240,1259
S-211107_A_C_3_R_8703004-21,0,3,polygon,0,947,1080,1105
S-211107_A_C_3_R_8703004-21,1,3,polygon,330,1142,637,1209
S-211107_A_C_3_R_8703004-21,2,3,polygon,1,1240,201,1345
S-211107_A_C_3_R_8703004-22,0,3,polygon,0,951,1080,1101
S-211107_A_C_3_R_8703004-22,1,3,polygon,418,1135,746,1208
S-211107_A_C_3_R_8703004-22,2,3,polygon,358,1205,373,1289
S-211107_A_C_3_R_8703004-23,0,3,polygon,0,965,1080,1123
S-211107_A_C_3_R_8703004-23,1,3,polygon,482,1174,720,1216
S-211107_A_C_3_R_8703004-23,2,3,polygon,771,1149,849,1168
S-211107_A_C_3_R_8703004-24,0,3,polygon,0,981,1080,1125
S-211107_A_C_3_R_8703004-24,1,3,polygon,508,1190,804,1226
S-211107_A_C_3_R_8703004-24,2,3,polygon,815,1167,925,1194
S-211107_A_C_3_R_8703004-25,0,3,polygon,701,1205,905,1240
S-211107_A_C_3_R_8703004-25,1,3,polygon,44,1207,159,1272
S-211107_A_C_3_R_8703004-25,2,3,polygon,78,1022,1023,1141
S-211107_A_C_3_R_8703004-27,0,3,polygon,712,1018,1080,1138
S-211107_A_C_3_R_8703004-27,1,3,polygon,503,1093,710,1121
S-211107_A_C_3_R_8703004-27,2,3,polygon,1,1014,316,1067
S-211107_A_C_3_R_8703004-28,0,3,polygon,612,1010,1080,1131
S-211107_A_C_3_R_8703004-28,1,3,polygon,0,1003,120,1095
S-211107_A_C_3_R_8703004-28,2,3,polygon,120,1004,426,1067
S-211107_A_C_3_R_8703004-29,0,3,polygon,744,1005,1080,1122
S-211107_A_C_3_R_8703004-29,1,3,polygon,105,974,259,1102
S-211107_A_C_3_R_8703004-29,2,3,polygon,255,1001,557,1041
S-211107_A_C_3_R_8703004-3,0,3,polygon,510,752,1080,871
S-211107_A_C_3_R_8703004-3,1,3,polygon,469,777,589,821
S-211107_A_C_3_R_8703004-3,2,3,polygon,150,775,309,810
S-211107_A_C_3_R_8703004-30,0,3,polygon,247,977,400,1091
S-211107_A_C_3_R_8703004-30,1,3,polygon,895,1087,1080,1118
S-211107_A_C_3_R_8703004-30,2,3,polygon,848,1034,977,1081
S-211107_A_C_3_R_8703004-4,0,3,polygon,439,755,1080,874
S-211107_A_C_3_R_8703004-4,1,3,polygon,398,786,506,825
S-211107_A_C_3_R_8703004-4,2,3,polygon,80,764,257,806
S-211107_A_C_3_R_8703004-5,0,3,polygon,0,730,138,773
S-211107_A_C_3_R_8703004-5,1,3,polygon,287,754,398,805
S-211107_A_C_3_R_8703004-5,2,3,polygon,331,724,1080,847
S-211107_A_C_3_R_8703004-6,0,3,polygon,502,798,1080,846
S-211107_A_C_3_R_8703004-6,1,3,polygon,220,721,502,821
S-211107_A_C_3_R_8703004-6,2,3,polygon,177,749,301,791
S-211107_A_C_3_R_8703004-7,0,3,polygon,382,754,1080,811
S-211107_A_C_3_R_8703004-7,1,3,polygon,89,688,382,801
S-211107_A_C_3_R_8703004-7,2,3,polygon,43,714,169,761
S-211107_A_C_3_R_8703004-9,0,3,polygon,0,747,93,757
S-211107_A_C_3_R_8703004-9,1,3,polygon,94,649,177,755
S-211107_A_C_3_R_8703004-9,2,3,polygon,175,716,1080,772
S-211107_A_C_3_R_8703005-1,0,3,polygon,107,680,499,769
S-211107_A_C_3_R_8703005-1,1,3,polygon,314,741,882,940
S-211107_A_C_3_R_8703005-1,2,3,polygon,874,741,1079,762
S-211107_A_C_3_R_8703005-10,0,3,polygon,344,653,1069,735
S-211107_A_C_3_R_8703005-10,1,3,polygon,140,732,344,757
S-211107_A_C_3_R_8703005-10,2,3,polygon,0,741,101,758
S-211107_A_C_3_R_8703005-11,0,3,polygon,0,755,57,764
S-211107_A_C_3_R_8703005-11,1,3,polygon,57,664,874,772
S-211107_A_C_3_R_8703005-11,2,3,polygon,874,680,1012,722
S-211107_A_C_3_R_8703005-12,0,3,polygon,0,788,44,797
S-211107_A_C_3_R_8703005-12,1,3,polygon,36,774,248,809
S-211107_A_C_3_R_8703005-12,2,3,polygon,245,699,1036,785
S-211107_A_C_3_R_8703005-13,0,3,polygon,264,805,1008,914
S-211107_A_C_3_R_8703005-13,1,3,polygon,62,901,265,934
S-211107_A_C_3_R_8703005-13,2,3,polygon,0,917,65,928
S-211107_A_C_3_R_8703005-14,0,3,polygon,0,1042,52,1053
S-211107_A_C_3_R_8703005-14,1,3,polygon,46,904,864,1059
S-211107_A_C_3_R_8703005-14,2,3,polygon,863,925,972,951
S-211107_A_C_3_R_8703005-15,0,3,polygon,0,1079,112,1103
S-211107_A_C_3_R_8703005-15,1,3,polygon,107,1061,308,1093
S-211107_A_C_3_R_8703005-15,2,3,polygon,309,968,907,1065
S-211107_A_C_3_R_8703005-16,0,3,polygon,413,953,1080,1069
S-211107_A_C_3_R_8703005-16,1,3,polygon,215,1069,411,1097
S-211107_A_C_3_R_8703005-16,2,3,polygon,0,1082,224,1126
S-211107_A_C_3_R_8703005-18,0,3,polygon,0,1093,407,1184
S-211107_A_C_3_R_8703005-18,1,3,polygon,404,1079,578,1106
S-211107_A_C_3_R_8703005-18,2,3,polygon,580,1004,1080,1083
S-211107_A_C_3_R_8703005-19,0,3,polygon,0,1048,144,1087
S-211107_A_C_3_R_8703005-19,1,3,polygon,0,1096,410,1234
S-211107_A_C_3_R_8703005-19,2,3,polygon,524,1017,1080,1098
S-211107_A_C_3_R_8703005-2,0,3,polygon,836,673,1080,770
S-211107_A_C_3_R_8703005-2,1,3,polygon,351,743,852,837
S-211107_A_C_3_R_8703005-2,2,3,polygon,80,685,471,779
S-211107_A_C_3_R_8703005-20,0,3,polygon,0,983,259,1032
S-211107_A_C_3_R_8703005-20,1,3,polygon,65,1030,618,1254
S-211107_A_C_3_R_8703005-20,2,3,polygon,616,984,1080,1043
S-211107_A_C_3_R_8703005-21,0,3,polygon,0,946,375,1044
S-211107_A_C_3_R_8703005-21,1,3,polygon,190,1000,690,1209
S-211107_A_C_3_R_8703005-21,2,3,polygon,731,964,1080,1027
S-211107_A_C_3_R_8703005-22,0,3,polygon,269,979,781,1172
S-211107_A_C_3_R_8703005-22,1,3,polygon,813,956,1080,995
S-211107_A_C_3_R_8703005-22,2,3,polygon,76,913,461,1012
S-211107_A_C_3_R_8703005-23,0,3,polygon,135,836,515,929
S-211107_A_C_3_R_8703005-23,1,3,polygon,330,884,1080,1092
